uid	iid	label	u_gender	u_marital_status	u_occupation	u_activity
47	21	1	1	0	0	1
48	8	1	0	0	1	0
48	15	1	0	0	1	0
49	8	1	0	0	0	0
49	15	1	0	0	0	0
50	8	1	1	0	0	0
50	15	1	1	0	0	0
51	8	1	1	0	1	0
51	15	1	1	0	1	0
52	8	1	0	0	1	0
52	15	1	0	0	1	0
53	8	1	0	1	0	0
53	15	1	0	1	0	0
54	4	1	1	1	1	0
54	8	1	1	1	1	0
55	8	1	0	1	0	0
55	15	1	0	1	0	0
56	8	1	1	0	0	0
56	15	1	1	0	0	0
57	8	1	1	0	0	0
57	15	1	1	0	0	0
58	8	1	1	0	0	0
58	15	1	1	0	0	0
59	3	1	1	1	0	0
59	8	1	1	1	0	0
60	4	1	1	0	1	0
60	8	1	1	0	1	0
61	8	1	1	0	0	0
61	15	1	1	0	0	0
62	8	1	0	0	0	0
62	16	1	0	0	0	0
63	8	1	1	0	1	0
63	15	1	1	0	1	0
64	8	1	1	0	0	0
64	15	1	1	0	0	0
65	8	1	0	0	0	0
65	15	1	0	0	0	0
66	8	1	1	0	0	0
66	15	1	1	0	0	0
67	8	1	1	0	0	1
67	15	1	1	0	0	1
67	16	1	1	0	0	1
67	18	1	1	0	0	1
67	19	1	1	0	0	1
68	8	1	1	0	1	0
68	15	1	1	0	1	0
69	8	1	1	0	0	0
69	15	1	1	0	0	0
70	8	1	1	0	1	0
70	15	1	1	0	1	0
71	8	1	1	1	1	0
71	15	1	1	1	1	0
72	9	1	0	0	0	0
72	16	1	0	0	0	0
73	8	1	1	0	1	0
73	15	1	1	0	1	0
74	8	1	1	0	0	0
74	15	1	1	0	0	0
75	8	1	1	0	1	1
75	15	1	1	0	1	1
75	16	1	1	0	1	1
75	21	1	1	0	1	1
76	8	1	1	1	0	0
76	15	1	1	1	0	0
77	8	1	1	1	1	1
77	15	1	1	1	1	1
77	17	1	1	1	1	1
78	8	1	1	0	0	0
78	15	1	1	0	0	0
79	8	1	1	0	1	0
79	15	1	1	0	1	0
80	16	1	1	0	1	0
80	20	1	1	0	1	0
81	8	1	1	0	1	0
81	15	1	1	0	1	0
82	8	1	1	0	1	0
82	16	1	1	0	1	0
83	8	1	0	0	0	1
83	15	1	0	0	0	1
83	16	1	0	0	0	1
84	8	1	1	0	0	0
84	15	1	1	0	0	0
85	8	1	0	1	0	0
85	15	1	0	1	0	0
86	8	1	0	0	0	0
86	15	1	0	0	0	0
87	8	1	1	0	0	1
87	15	1	1	0	0	1
87	16	1	1	0	0	1
88	8	1	0	1	1	0
88	15	1	0	1	1	0
89	8	1	1	0	0	1
89	15	1	1	0	0	1
89	16	1	1	0	0	1
90	8	1	0	1	0	0
90	15	1	0	1	0	0
91	9	1	1	0	1	0
91	16	1	1	0	1	0
92	8	1	1	0	0	0
92	15	1	1	0	0	0
93	8	1	1	0	1	0
93	16	1	1	0	1	0
94	8	1	1	0	0	0
94	15	1	1	0	0	0
95	8	1	0	0	0	0
95	15	1	0	0	0	0
96	8	1	0	0	0	0
96	15	1	0	0	0	0
97	8	1	0	1	1	0
97	15	1	0	1	1	0
98	8	1	1	0	1	0
98	15	1	1	0	1	0
99	8	1	1	0	0	0
99	15	1	1	0	0	0
100	8	1	0	0	0	1
100	15	1	0	0	0	1
100	21	1	0	0	0	1
101	8	1	1	0	1	0
101	15	1	1	0	1	0
102	8	1	1	0	1	1
102	15	1	1	0	1	1
102	21	1	1	0	1	1
103	8	1	1	0	0	1
103	15	1	1	0	0	1
103	16	1	1	0	0	1
104	8	1	0	1	0	0
104	15	1	0	1	0	0
105	8	1	1	1	1	0
105	15	1	1	1	1	0
106	8	1	1	0	1	0
106	16	1	1	0	1	0
107	8	1	0	1	0	1
107	15	1	0	1	0	1
107	16	1	0	1	0	1
108	8	1	1	0	0	0
108	15	1	1	0	0	0
109	8	1	1	0	1	0
109	15	1	1	0	1	0
110	8	1	0	1	0	0
110	15	1	0	1	0	0
111	8	1	1	0	0	0
111	9	1	1	0	0	0
112	8	1	0	0	0	1
112	15	1	0	0	0	1
112	20	1	0	0	0	1
113	8	1	1	0	0	0
113	15	1	1	0	0	0
114	8	1	0	0	1	0
114	15	1	0	0	1	0
115	2	1	1	1	0	0
115	8	1	1	1	0	0
116	3	1	1	0	1	0
116	4	1	1	0	1	0
117	8	1	1	0	1	0
117	15	1	1	0	1	0
118	8	1	0	0	0	0
118	15	1	0	0	0	0
119	8	1	0	0	1	1
119	15	1	0	0	1	1
119	20	1	0	0	1	1
120	8	1	1	0	0	0
120	15	1	1	0	0	0
121	8	1	1	0	1	0
121	15	1	1	0	1	0
122	7	1	1	1	1	0
122	8	1	1	1	1	0
123	11	1	1	0	0	0
123	12	1	1	0	0	0
124	8	1	1	0	0	1
124	11	1	1	0	0	1
124	12	1	1	0	0	1
125	8	1	1	0	0	0
125	15	1	1	0	0	0
126	8	1	1	0	1	0
126	15	1	1	0	1	0
127	8	1	1	0	0	0
127	16	1	1	0	0	0
128	3	1	1	1	0	0
128	10	1	1	1	0	0
129	8	1	0	1	1	0
129	15	1	0	1	1	0
130	8	1	0	0	1	0
130	15	1	0	0	1	0
131	8	1	1	0	0	0
131	16	1	1	0	0	0
132	8	1	1	0	1	0
132	15	1	1	0	1	0
133	8	1	1	0	1	0
133	15	1	1	0	1	0
134	8	1	1	0	1	0
134	15	1	1	0	1	0
135	8	1	0	0	1	0
135	15	1	0	0	1	0
136	8	1	1	0	0	0
136	15	1	1	0	0	0
137	3	1	1	1	0	0
137	8	1	1	1	0	0
138	8	1	0	0	0	0
138	15	1	0	0	0	0
139	8	1	0	0	0	0
139	15	1	0	0	0	0
140	8	1	1	0	1	0
140	15	1	1	0	1	0
141	18	1	1	0	1	0
141	19	1	1	0	1	0
142	8	1	1	0	0	1
142	15	1	1	0	0	1
142	16	1	1	0	0	1
143	8	1	1	0	0	1
143	15	1	1	0	0	1
143	16	1	1	0	0	1
144	8	1	1	0	1	1
144	15	1	1	0	1	1
144	16	1	1	0	1	1
145	8	1	1	0	1	0
145	21	1	1	0	1	0
146	16	1	1	0	1	0
146	20	1	1	0	1	0
147	8	1	1	0	0	0
147	15	1	1	0	0	0
148	8	1	0	0	0	1
148	15	1	0	0	0	1
148	16	1	0	0	0	1
149	8	1	0	0	1	0
149	15	1	0	0	1	0
150	8	1	1	0	0	0
150	15	1	1	0	0	0
151	8	1	1	0	0	0
151	15	1	1	0	0	0
152	8	1	1	0	1	0
152	15	1	1	0	1	0
153	8	1	1	0	0	0
153	15	1	1	0	0	0
154	8	1	1	0	1	0
154	15	1	1	0	1	0
155	18	1	1	0	1	0
155	19	1	1	0	1	0
156	2	1	0	1	0	0
156	8	1	0	1	0	0
157	8	1	1	0	0	0
157	15	1	1	0	0	0
158	8	1	1	0	0	0
158	15	1	1	0	0	0
159	8	1	1	0	0	0
159	9	1	1	0	0	0
160	8	1	1	0	0	0
160	15	1	1	0	0	0
161	8	1	1	1	1	0
161	15	1	1	1	1	0
162	8	1	1	0	0	1
162	15	1	1	0	0	1
162	18	1	1	0	0	1
162	19	1	1	0	0	1
163	8	1	1	0	1	0
163	15	1	1	0	1	0
164	8	1	1	0	0	0
164	15	1	1	0	0	0
165	8	1	1	0	1	0
165	15	1	1	0	1	0
166	8	1	1	0	0	0
166	16	1	1	0	0	0
167	8	1	0	0	1	0
167	16	1	0	0	1	0
168	8	1	0	0	0	0
168	15	1	0	0	0	0
169	16	1	1	0	0	0
169	20	1	1	0	0	0
170	8	1	1	0	1	0
170	15	1	1	0	1	0
171	8	1	1	0	1	0
171	15	1	1	0	1	0
172	8	1	0	0	1	0
172	15	1	0	0	1	0
173	8	1	1	0	1	1
173	15	1	1	0	1	1
173	21	1	1	0	1	1
174	8	1	1	0	1	0
174	15	1	1	0	1	0
175	8	1	1	0	1	0
175	15	1	1	0	1	0
176	9	1	0	0	0	1
176	16	1	0	0	0	1
176	18	1	0	0	0	1
176	19	1	0	0	0	1
177	7	1	1	1	0	0
177	8	1	1	1	0	0
178	8	1	0	0	0	0
178	15	1	0	0	0	0
179	8	1	1	0	1	0
179	15	1	1	0	1	0
180	9	1	0	1	0	0
180	16	1	0	1	0	0
181	8	1	1	0	1	1
181	9	1	1	0	1	1
181	16	1	1	0	1	1
182	8	1	0	0	0	0
182	16	1	0	0	0	0
183	8	1	0	0	0	0
183	15	1	0	0	0	0
184	8	1	1	0	0	0
184	15	1	1	0	0	0
185	8	1	1	0	0	0
185	15	1	1	0	0	0
186	8	1	1	0	0	0
186	21	1	1	0	0	0
187	8	1	0	0	0	0
187	15	1	0	0	0	0
188	8	1	0	0	1	1
188	15	1	0	0	1	1
188	16	1	0	0	1	1
189	8	1	0	0	0	0
189	15	1	0	0	0	0
190	8	1	0	0	1	0
190	16	1	0	0	1	0
191	8	1	1	0	0	0
191	15	1	1	0	0	0
192	8	1	1	0	1	1
192	15	1	1	0	1	1
192	16	1	1	0	1	1
193	8	1	0	0	0	1
193	15	1	0	0	0	1
193	20	1	0	0	0	1
194	8	1	1	0	1	0
194	15	1	1	0	1	0
195	8	1	1	0	0	0
195	15	1	1	0	0	0
196	2	1	1	1	0	1
196	8	1	1	1	0	1
196	15	1	1	1	0	1
197	8	1	1	0	1	0
197	15	1	1	0	1	0
198	8	1	1	1	1	0
198	21	1	1	1	1	0
199	8	1	0	0	0	0
199	15	1	0	0	0	0
200	11	1	1	0	0	0
200	12	1	1	0	0	0
201	2	1	0	1	0	0
201	8	1	0	1	0	0
202	8	1	0	0	1	0
202	15	1	0	0	1	0
203	8	1	1	0	0	1
203	15	1	1	0	0	1
203	16	1	1	0	0	1
203	20	1	1	0	0	1
204	8	1	1	0	1	1
204	15	1	1	0	1	1
204	16	1	1	0	1	1
205	8	1	0	1	0	0
205	15	1	0	1	0	0
206	8	1	1	1	1	0
206	15	1	1	1	1	0
207	8	1	1	0	1	0
207	15	1	1	0	1	0
208	8	1	1	0	1	1
208	15	1	1	0	1	1
208	16	1	1	0	1	1
208	21	1	1	0	1	1
209	5	1	1	1	0	0
209	21	1	1	1	0	0
210	8	1	0	0	0	0
210	15	1	0	0	0	0
211	8	1	1	0	1	0
211	15	1	1	0	1	0
212	8	1	1	0	1	0
212	15	1	1	0	1	0
213	8	1	1	0	0	0
213	15	1	1	0	0	0
214	5	1	0	1	0	0
214	8	1	0	1	0	0
215	8	1	1	0	0	0
215	15	1	1	0	0	0
216	8	1	1	0	1	1
216	15	1	1	0	1	1
216	16	1	1	0	1	1
217	8	1	1	0	0	0
217	15	1	1	0	0	0
218	8	1	1	0	0	0
218	15	1	1	0	0	0
219	8	1	0	1	0	1
219	15	1	0	1	0	1
219	16	1	0	1	0	1
220	11	1	1	0	0	0
220	12	1	1	0	0	0
221	8	1	1	0	0	0
221	15	1	1	0	0	0
222	8	1	0	0	0	0
222	15	1	0	0	0	0
223	8	1	0	0	0	0
223	15	1	0	0	0	0
224	1	1	1	0	1	0
224	2	1	1	0	1	0
225	8	1	1	0	1	0
225	15	1	1	0	1	0
226	2	1	1	1	0	0
226	16	1	1	1	0	0
227	18	1	0	0	0	0
227	19	1	0	0	0	0
228	4	1	1	1	1	0
228	7	1	1	1	1	0
229	8	1	1	0	1	0
229	15	1	1	0	1	0
230	8	1	1	0	0	1
230	9	1	1	0	0	1
230	16	1	1	0	0	1
231	2	1	1	1	0	0
231	8	1	1	1	0	0
232	18	1	1	0	0	0
232	19	1	1	0	0	0
233	11	1	1	1	0	0
233	12	1	1	1	0	0
234	8	1	1	0	1	0
234	15	1	1	0	1	0
235	8	1	0	1	1	1
235	15	1	0	1	1	1
235	16	1	0	1	1	1
236	8	1	1	0	1	0
236	15	1	1	0	1	0
237	8	1	1	0	0	0
237	15	1	1	0	0	0
238	8	1	1	0	0	1
238	15	1	1	0	0	1
238	16	1	1	0	0	1
239	8	1	1	0	0	0
239	15	1	1	0	0	0
240	8	1	1	0	0	0
240	15	1	1	0	0	0
241	8	1	1	1	0	0
241	15	1	1	1	0	0
242	8	1	0	0	0	0
242	15	1	0	0	0	0
243	8	1	1	0	0	1
243	9	1	1	0	0	1
243	15	1	1	0	0	1
243	21	1	1	0	0	1
244	8	1	0	1	0	1
244	15	1	0	1	0	1
244	16	1	0	1	0	1
245	8	1	1	0	0	0
245	15	1	1	0	0	0
246	8	1	1	1	0	1
246	9	1	1	1	0	1
246	16	1	1	1	0	1
247	8	1	1	0	1	1
247	9	1	1	0	1	1
247	16	1	1	0	1	1
248	8	1	1	0	1	0
248	15	1	1	0	1	0
249	18	1	1	0	0	0
249	19	1	1	0	0	0
250	8	1	0	0	0	0
250	15	1	0	0	0	0
251	8	1	1	0	0	0
251	15	1	1	0	0	0
252	11	1	1	0	0	0
252	12	1	1	0	0	0
253	8	1	1	0	0	0
253	15	1	1	0	0	0
254	8	1	0	1	0	1
254	15	1	0	1	0	1
254	17	1	0	1	0	1
255	8	1	1	0	1	0
255	15	1	1	0	1	0
256	8	1	1	0	1	1
256	15	1	1	0	1	1
256	16	1	1	0	1	1
257	8	1	1	0	1	1
257	15	1	1	0	1	1
257	16	1	1	0	1	1
258	18	1	0	1	0	0
258	19	1	0	1	0	0
259	8	1	1	0	1	0
259	15	1	1	0	1	0
260	8	1	1	0	0	0
260	15	1	1	0	0	0
261	8	1	1	1	0	0
261	15	1	1	1	0	0
262	16	1	1	0	1	0
262	20	1	1	0	1	0
263	8	1	0	0	1	0
263	15	1	0	0	1	0
264	9	1	1	0	0	1
264	13	1	1	0	0	1
264	14	1	1	0	0	1
265	8	1	1	0	0	0
265	15	1	1	0	0	0
266	8	1	0	1	0	0
266	15	1	0	1	0	0
267	8	1	1	0	0	1
267	15	1	1	0	0	1
267	16	1	1	0	0	1
268	8	1	1	0	0	0
268	15	1	1	0	0	0
269	8	1	1	0	1	0
269	15	1	1	0	1	0
270	9	1	0	1	1	0
270	10	1	0	1	1	0
271	8	1	1	0	1	1
271	9	1	1	0	1	1
271	15	1	1	0	1	1
272	8	1	0	0	0	0
272	15	1	0	0	0	0
273	8	1	0	0	0	0
273	15	1	0	0	0	0
274	8	1	1	0	1	0
274	15	1	1	0	1	0
275	3	1	1	0	0	1
275	4	1	1	0	0	1
275	16	1	1	0	0	1
275	20	1	1	0	0	1
276	2	1	1	1	0	1
276	8	1	1	1	0	1
276	9	1	1	1	0	1
276	16	1	1	1	0	1
277	8	1	1	0	0	0
277	15	1	1	0	0	0
278	8	1	1	0	1	0
278	15	1	1	0	1	0
279	8	1	1	0	1	0
279	15	1	1	0	1	0
280	8	1	1	0	0	0
280	15	1	1	0	0	0
281	2	1	0	1	0	0
281	21	1	0	1	0	0
282	8	1	1	0	1	0
282	15	1	1	0	1	0
283	8	1	0	0	0	0
283	16	1	0	0	0	0
284	8	1	1	0	1	0
284	15	1	1	0	1	0
285	8	1	1	1	0	0
285	15	1	1	1	0	0
286	8	1	0	0	0	0
286	15	1	0	0	0	0
287	8	1	1	0	1	0
287	16	1	1	0	1	0
288	8	1	1	0	1	0
288	15	1	1	0	1	0
289	8	1	1	0	0	1
289	16	1	1	0	0	1
289	18	1	1	0	0	1
289	19	1	1	0	0	1
290	8	1	0	1	1	0
290	15	1	0	1	1	0
291	8	1	1	0	1	0
291	15	1	1	0	1	0
292	4	1	1	0	0	0
292	16	1	1	0	0	0
293	8	1	1	0	0	0
293	15	1	1	0	0	0
294	8	1	0	0	0	1
294	15	1	0	0	0	1
294	20	1	0	0	0	1
295	8	1	1	0	0	0
295	15	1	1	0	0	0
296	8	1	1	0	1	0
296	15	1	1	0	1	0
297	8	1	0	1	0	0
297	21	1	0	1	0	0
298	5	1	1	1	0	0
298	8	1	1	1	0	0
299	8	1	1	0	1	0
299	15	1	1	0	1	0
300	8	1	1	1	1	0
300	15	1	1	1	1	0
301	8	1	1	1	0	1
301	9	1	1	1	0	1
301	15	1	1	1	0	1
302	8	1	0	1	1	0
302	15	1	0	1	1	0
303	8	1	1	0	1	0
303	15	1	1	0	1	0
304	8	1	1	0	0	0
304	15	1	1	0	0	0
305	8	1	1	0	1	0
305	15	1	1	0	1	0
306	8	1	1	0	1	0
306	16	1	1	0	1	0
307	8	1	0	0	0	1
307	15	1	0	0	0	1
307	16	1	0	0	0	1
308	2	1	1	1	1	1
308	16	1	1	1	1	1
308	21	1	1	1	1	1
309	9	1	1	0	0	0
309	16	1	1	0	0	0
310	11	1	1	1	0	0
310	12	1	1	1	0	0
311	8	1	0	0	0	0
311	15	1	0	0	0	0
312	8	1	1	0	1	0
312	16	1	1	0	1	0
313	8	1	1	0	1	1
313	15	1	1	0	1	1
313	16	1	1	0	1	1
314	8	1	1	0	1	0
314	15	1	1	0	1	0
315	8	1	1	0	1	1
315	15	1	1	0	1	1
315	20	1	1	0	1	1
316	8	1	0	0	1	0
316	15	1	0	0	1	0
317	8	1	1	0	1	1
317	15	1	1	0	1	1
317	16	1	1	0	1	1
317	20	1	1	0	1	1
318	8	1	0	0	0	0
318	16	1	0	0	0	0
319	8	1	1	1	1	0
319	15	1	1	1	1	0
320	8	1	0	0	0	1
320	15	1	0	0	0	1
320	18	1	0	0	0	1
320	19	1	0	0	0	1
321	8	1	1	0	0	0
321	15	1	1	0	0	0
322	18	1	0	0	0	0
322	19	1	0	0	0	0
323	8	1	1	1	0	0
323	15	1	1	1	0	0
324	8	1	1	0	0	0
324	16	1	1	0	0	0
325	8	1	0	0	1	0
325	15	1	0	0	1	0
326	18	1	1	0	0	0
326	19	1	1	0	0	0
327	8	1	0	0	0	0
327	15	1	0	0	0	0
328	8	1	1	0	0	0
328	15	1	1	0	0	0
329	8	1	0	1	0	0
329	15	1	0	1	0	0
330	8	1	1	0	0	1
330	15	1	1	0	0	1
330	16	1	1	0	0	1
331	8	1	0	0	0	0
331	15	1	0	0	0	0
332	8	1	1	0	1	0
332	15	1	1	0	1	0
333	8	1	0	0	1	1
333	15	1	0	0	1	1
333	16	1	0	0	1	1
334	8	1	0	1	1	0
334	15	1	0	1	1	0
335	8	1	0	0	0	1
335	15	1	0	0	0	1
335	16	1	0	0	0	1
336	8	1	1	0	1	0
336	15	1	1	0	1	0
337	2	1	0	1	0	0
337	9	1	0	1	0	0
338	8	1	1	0	1	0
338	15	1	1	0	1	0
339	8	1	1	0	1	0
339	15	1	1	0	1	0
340	8	1	1	0	0	1
340	15	1	1	0	0	1
340	21	1	1	0	0	1
341	9	1	0	0	0	0
341	16	1	0	0	0	0
342	8	1	1	0	1	0
342	15	1	1	0	1	0
343	8	1	1	0	1	1
343	15	1	1	0	1	1
343	16	1	1	0	1	1
344	8	1	1	0	0	0
344	15	1	1	0	0	0
345	4	1	1	1	1	0
345	8	1	1	1	1	0
346	9	1	0	0	0	0
346	16	1	0	0	0	0
347	11	1	1	0	0	0
347	12	1	1	0	0	0
348	8	1	0	0	0	0
348	15	1	0	0	0	0
349	9	1	1	0	0	1
349	13	1	1	0	0	1
349	14	1	1	0	0	1
350	8	1	1	0	0	1
350	15	1	1	0	0	1
350	16	1	1	0	0	1
351	8	1	1	0	1	0
351	15	1	1	0	1	0
352	2	1	1	1	0	0
352	4	1	1	1	0	0
353	8	1	1	0	1	0
353	15	1	1	0	1	0
354	8	1	1	0	1	0
354	15	1	1	0	1	0
355	8	1	1	0	0	0
355	15	1	1	0	0	0
356	8	1	0	0	1	0
356	15	1	0	0	1	0
357	8	1	1	0	0	0
357	15	1	1	0	0	0
358	8	1	1	0	0	1
358	15	1	1	0	0	1
358	21	1	1	0	0	1
359	8	1	1	0	0	1
359	15	1	1	0	0	1
359	16	1	1	0	0	1
360	8	1	0	0	0	0
360	15	1	0	0	0	0
361	8	1	1	0	1	0
361	15	1	1	0	1	0
362	8	1	1	0	1	0
362	15	1	1	0	1	0
363	8	1	1	0	0	0
363	15	1	1	0	0	0
364	8	1	1	0	0	0
364	15	1	1	0	0	0
365	8	1	1	0	0	0
365	15	1	1	0	0	0
366	8	1	1	0	1	0
366	15	1	1	0	1	0
367	8	1	1	0	0	0
367	15	1	1	0	0	0
368	8	1	1	0	1	1
368	15	1	1	0	1	1
368	16	1	1	0	1	1
369	8	1	0	0	0	0
369	15	1	0	0	0	0
370	8	1	1	0	1	1
370	15	1	1	0	1	1
370	16	1	1	0	1	1
371	8	1	1	0	0	0
371	15	1	1	0	0	0
372	8	1	1	0	0	0
372	15	1	1	0	0	0
373	8	1	1	0	0	0
373	15	1	1	0	0	0
374	8	1	0	0	0	0
374	15	1	0	0	0	0
375	8	1	1	0	1	1
375	11	1	1	0	1	1
375	15	1	1	0	1	1
376	8	1	0	0	0	0
376	15	1	0	0	0	0
377	18	1	0	0	1	0
377	19	1	0	0	1	0
378	8	1	1	0	1	1
378	15	1	1	0	1	1
378	16	1	1	0	1	1
379	8	1	1	0	0	1
379	15	1	1	0	0	1
379	16	1	1	0	0	1
380	5	1	1	1	1	1
380	8	1	1	1	1	1
380	15	1	1	1	1	1
381	8	1	1	0	1	0
381	15	1	1	0	1	0
382	8	1	1	0	0	0
382	15	1	1	0	0	0
383	8	1	1	1	0	1
383	9	1	1	1	0	1
383	15	1	1	1	0	1
384	13	1	1	0	1	1
384	16	1	1	0	1	1
384	18	1	1	0	1	1
384	19	1	1	0	1	1
385	8	1	1	0	0	0
385	15	1	1	0	0	0
386	8	1	1	0	1	1
386	15	1	1	0	1	1
386	16	1	1	0	1	1
387	8	1	1	0	0	0
387	15	1	1	0	0	0
388	8	1	0	1	0	0
388	15	1	0	1	0	0
389	8	1	1	0	0	0
389	15	1	1	0	0	0
390	2	1	1	1	1	1
390	8	1	1	1	1	1
390	21	1	1	1	1	1
391	8	1	1	0	0	1
391	15	1	1	0	0	1
391	21	1	1	0	0	1
392	8	1	1	0	0	1
392	15	1	1	0	0	1
392	21	1	1	0	0	1
393	8	1	0	0	0	1
393	15	1	0	0	0	1
393	16	1	0	0	0	1
394	8	1	0	1	1	1
394	9	1	0	1	1	1
394	15	1	0	1	1	1
395	8	1	1	0	1	0
395	15	1	1	0	1	0
396	8	1	1	0	0	0
396	15	1	1	0	0	0
397	8	1	1	0	0	0
397	15	1	1	0	0	0
398	2	1	0	1	0	0
398	8	1	0	1	0	0
399	8	1	0	0	1	0
399	15	1	0	0	1	0
400	8	1	1	1	0	0
400	15	1	1	1	0	0
401	2	1	1	1	0	0
401	7	1	1	1	0	0
402	8	1	1	0	1	1
402	15	1	1	0	1	1
402	16	1	1	0	1	1
402	18	1	1	0	1	1
402	19	1	1	0	1	1
403	8	1	1	1	0	0
403	15	1	1	1	0	0
404	11	1	1	0	0	0
404	12	1	1	0	0	0
405	8	1	1	0	1	0
405	15	1	1	0	1	0
406	8	1	1	0	0	1
406	9	1	1	0	0	1
406	15	1	1	0	0	1
407	8	1	0	0	0	0
407	15	1	0	0	0	0
408	8	1	0	0	0	0
408	15	1	0	0	0	0
409	8	1	0	1	0	0
409	16	1	0	1	0	0
410	8	1	0	1	0	1
410	9	1	0	1	0	1
410	15	1	0	1	0	1
411	8	1	0	0	0	0
411	15	1	0	0	0	0
412	8	1	1	0	1	0
412	15	1	1	0	1	0
413	8	1	1	0	1	0
413	15	1	1	0	1	0
414	8	1	1	0	0	0
414	15	1	1	0	0	0
415	8	1	0	0	0	0
415	15	1	0	0	0	0
416	8	1	1	0	0	0
416	15	1	1	0	0	0
417	8	1	1	0	0	0
417	15	1	1	0	0	0
418	8	1	1	0	1	0
418	15	1	1	0	1	0
419	8	1	1	1	1	0
419	21	1	1	1	1	0
420	8	1	1	0	1	0
420	15	1	1	0	1	0
421	16	1	1	0	0	0
421	20	1	1	0	0	0
422	8	1	1	0	1	0
422	15	1	1	0	1	0
423	8	1	1	0	1	0
423	15	1	1	0	1	0
424	8	1	1	0	0	0
424	15	1	1	0	0	0
425	8	1	0	1	0	0
425	15	1	0	1	0	0
426	8	1	1	0	0	1
426	15	1	1	0	0	1
426	17	1	1	0	0	1
427	8	1	1	0	0	0
427	15	1	1	0	0	0
428	8	1	1	0	1	1
428	15	1	1	0	1	1
428	16	1	1	0	1	1
429	8	1	1	0	0	0
429	15	1	1	0	0	0
430	11	1	0	1	0	0
430	12	1	0	1	0	0
431	8	1	0	0	0	0
431	15	1	0	0	0	0
432	8	1	1	0	0	0
432	15	1	1	0	0	0
433	8	1	1	0	0	0
433	15	1	1	0	0	0
434	2	1	0	0	1	0
434	10	1	0	0	1	0
435	8	1	1	1	0	0
435	15	1	1	1	0	0
436	8	1	0	0	1	0
436	15	1	0	0	1	0
437	8	1	1	0	1	0
437	15	1	1	0	1	0
438	8	1	1	1	0	0
438	15	1	1	1	0	0
439	11	1	1	1	0	0
439	12	1	1	1	0	0
440	8	1	1	0	0	0
440	15	1	1	0	0	0
441	8	1	0	1	0	0
441	16	1	0	1	0	0
